date;country;state;confirmed
2020-01-23;Australia;Victoria;0.0
2020-01-23;Australia;Western Australia;0.0
2020-01-23;Canada;Alberta;0.0
2020-01-23;Canada;British Columbia;0.0
2020-01-23;Canada;Diamond Princess;0.0
2020-01-23;Canada;Grand Princess;0.0
2020-01-23;Canada;Manitoba;0.0
2020-01-23;Canada;New Brunswick;0.0
2020-01-23;Canada;Newfoundland and Labrador;0.0
2020-01-23;Canada;Northwest Territories;0.0
2020-01-23;Canada;Nova Scotia;0.0
2020-01-23;Canada;Ontario;0.0
2020-01-23;Canada;Prince Edward Island;0.0
2020-01-23;Canada;Quebec;0.0
2020-01-23;Canada;Saskatchewan;0.0
2020-01-23;Canada;Yukon;0.0
2020-01-23;China;Anhui;9.0
2020-01-23;China;Beijing;22.0
2020-01-23;China;Chongqing;9.0
2020-01-23;China;Fujian;5.0
2020-01-23;China;Gansu;2.0
2020-01-23;China;Guangdong;32.0
2020-01-23;China;Guangxi;5.0
2020-01-23;China;Guizhou;3.0
2020-01-23;China;Hainan;5.0
2020-01-23;China;Hebei;1.0
2020-01-23;China;Heilongjiang;2.0
2020-01-23;China;Henan;5.0
2020-01-23;China;Hong Kong;2.0
2020-01-23;China;Hubei;444.0
2020-01-23;China;Hunan;9.0
2020-01-23;China;Inner Mongolia;0.0
2020-01-23;China;Jiangsu;5.0
2020-01-23;China;Jiangxi;7.0
2020-01-23;China;Jilin;1.0
2020-01-23;China;Liaoning;3.0
2020-01-23;China;Macau;2.0
2020-01-23;China;Ningxia;1.0
2020-01-23;China;Qinghai;0.0
2020-01-23;China;Shaanxi;3.0
2020-01-23;China;Shandong;6.0
2020-01-23;China;Shanghai;16.0
2020-01-23;China;Shanxi;1.0
2020-01-23;China;Sichuan;8.0
2020-01-23;China;Tianjin;4.0
2020-01-23;China;Tibet;0.0
2020-01-23;China;Xinjiang;2.0
2020-01-23;China;Yunnan;2.0
2020-01-23;China;Zhejiang;27.0
2020-01-23;Denmark;Faroe Islands;0.0
2020-01-23;Denmark;Greenland;0.0
2020-01-23;France;French Guiana;0.0
2020-01-23;France;French Polynesia;0.0
2020-01-23;France;Guadeloupe;0.0
2020-01-23;France;Martinique;0.0
2020-01-23;France;Mayotte;0.0
2020-01-23;France;New Caledonia;0.0
2020-01-23;France;Reunion;0.0
2020-01-23;France;Saint Barthelemy;0.0
2020-01-23;France;Saint Pierre and Miquelon;0.0
2020-01-23;France;St Martin;0.0
2020-01-23;Netherlands;Aruba;0.0
2020-01-23;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-01-23;Netherlands;Curacao;0.0
2020-01-23;Netherlands;Sint Maarten;0.0
2020-01-23;United Kingdom;Anguilla;0.0
2020-01-23;United Kingdom;Bermuda;0.0
2020-01-23;United Kingdom;British Virgin Islands;0.0
2020-01-23;United Kingdom;Cayman Islands;0.0
2020-01-23;United Kingdom;Channel Islands;0.0
2020-01-23;United Kingdom;Falkland Islands (Malvinas);0.0
2020-01-23;United Kingdom;Gibraltar;0.0
2020-01-23;United Kingdom;Isle of Man;0.0
2020-01-23;United Kingdom;Montserrat;0.0
2020-01-23;United Kingdom;Turks and Caicos Islands;0.0
2020-01-24;Australia;Australian Capital Territory;0.0
2020-01-24;Australia;New South Wales;0.0
2020-01-24;Australia;Northern Territory;0.0
2020-01-24;Australia;Queensland;0.0
2020-01-24;Australia;South Australia;0.0
2020-01-24;Australia;Tasmania;0.0
2020-01-24;Australia;Victoria;0.0
2020-01-24;Australia;Western Australia;0.0
2020-01-24;Canada;Alberta;0.0
2020-01-24;Canada;British Columbia;0.0
2020-01-24;Canada;Diamond Princess;0.0
2020-01-24;Canada;Grand Princess;0.0
2020-01-24;Canada;Manitoba;0.0
2020-01-24;Canada;New Brunswick;0.0
2020-01-24;Canada;Newfoundland and Labrador;0.0
2020-01-24;Canada;Northwest Territories;0.0
2020-01-24;Canada;Nova Scotia;0.0
2020-01-24;Canada;Ontario;0.0
2020-01-24;Canada;Prince Edward Island;0.0
2020-01-24;Canada;Quebec;0.0
2020-01-24;Canada;Saskatchewan;0.0
2020-01-24;Canada;Yukon;0.0
2020-01-24;China;Anhui;15.0
2020-01-24;China;Beijing;36.0
2020-01-24;China;Chongqing;27.0
2020-01-24;China;Fujian;10.0
2020-01-24;China;Gansu;2.0
2020-01-24;China;Guangdong;53.0
2020-01-24;China;Guangxi;23.0
2020-01-24;China;Guizhou;3.0
2020-01-24;China;Hainan;8.0
2020-01-24;China;Hebei;2.0
2020-01-24;China;Heilongjiang;4.0
2020-01-24;China;Henan;9.0
2020-01-24;China;Hong Kong;2.0
2020-01-24;China;Hubei;549.0
2020-01-24;China;Hunan;24.0
2020-01-24;China;Inner Mongolia;1.0
2020-01-24;China;Jiangsu;9.0
2020-01-24;China;Jiangxi;18.0
2020-01-24;China;Jilin;3.0
2020-01-24;China;Liaoning;4.0
2020-01-24;China;Macau;2.0
2020-01-24;China;Ningxia;2.0
2020-01-24;China;Qinghai;0.0
2020-01-24;China;Shaanxi;5.0
2020-01-24;China;Shandong;15.0
2020-01-24;China;Shanghai;20.0
2020-01-24;China;Shanxi;1.0
2020-01-24;China;Sichuan;15.0
2020-01-24;China;Tianjin;8.0
2020-01-24;China;Tibet;0.0
2020-01-24;China;Xinjiang;2.0
2020-01-24;China;Yunnan;5.0
2020-01-24;China;Zhejiang;43.0
2020-01-24;Denmark;Faroe Islands;0.0
2020-01-24;Denmark;Greenland;0.0
2020-01-24;France;French Guiana;0.0
2020-01-24;France;French Polynesia;0.0
2020-01-24;France;Guadeloupe;0.0
2020-01-24;France;Martinique;0.0
2020-01-24;France;Mayotte;0.0
2020-01-24;France;New Caledonia;0.0
2020-01-24;France;Reunion;0.0
2020-01-24;France;Saint Barthelemy;0.0
2020-01-24;France;Saint Pierre and Miquelon;0.0
2020-01-24;France;St Martin;0.0
2020-01-24;Netherlands;Aruba;0.0
2020-01-24;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-01-24;Netherlands;Curacao;0.0
2020-01-24;Netherlands;Sint Maarten;0.0
2020-01-24;United Kingdom;Anguilla;0.0
2020-01-24;United Kingdom;Bermuda;0.0
2020-01-24;United Kingdom;British Virgin Islands;0.0
2020-01-24;United Kingdom;Cayman Islands;0.0
2020-01-24;United Kingdom;Channel Islands;0.0
2020-01-24;United Kingdom;Falkland Islands (Malvinas);0.0
2020-01-24;United Kingdom;Gibraltar;0.0
2020-01-24;United Kingdom;Isle of Man;0.0
2020-01-24;United Kingdom;Montserrat;0.0
2020-01-24;United Kingdom;Turks and Caicos Islands;0.0
2020-01-25;Australia;Australian Capital Territory;0.0
2020-01-25;Australia;New South Wales;0.0
2020-01-25;Australia;Northern Territory;0.0
2020-01-25;Australia;Queensland;0.0
2020-01-25;Australia;South Australia;0.0
2020-01-25;Australia;Tasmania;0.0
2020-01-25;Australia;Victoria;0.0
2020-01-25;Australia;Western Australia;0.0
2020-01-25;Canada;Alberta;0.0
2020-01-25;Canada;British Columbia;0.0
2020-01-25;Canada;Diamond Princess;0.0
2020-01-25;Canada;Grand Princess;0.0
2020-01-25;Canada;Manitoba;0.0
2020-01-25;Canada;New Brunswick;0.0
2020-01-25;Canada;Newfoundland and Labrador;0.0
2020-01-25;Canada;Northwest Territories;0.0
2020-01-25;Canada;Nova Scotia;0.0
2020-01-25;Canada;Ontario;0.0
2020-01-25;Canada;Prince Edward Island;0.0
2020-01-25;Canada;Quebec;0.0
2020-01-25;Canada;Saskatchewan;0.0
2020-01-25;Canada;Yukon;0.0
2020-01-25;China;Anhui;39.0
2020-01-25;China;Beijing;41.0
2020-01-25;China;Chongqing;57.0
2020-01-25;China;Fujian;18.0
2020-01-25;China;Gansu;4.0
2020-01-25;China;Guangdong;78.0
2020-01-25;China;Guangxi;23.0
2020-01-25;China;Guizhou;4.0
2020-01-25;China;Hainan;19.0
2020-01-25;China;Hebei;8.0
2020-01-25;China;Heilongjiang;9.0
2020-01-25;China;Henan;32.0
2020-01-25;China;Hong Kong;5.0
2020-01-25;China;Hubei;761.0
2020-01-25;China;Hunan;43.0
2020-01-25;China;Inner Mongolia;7.0
2020-01-25;China;Jiangsu;18.0
2020-01-25;China;Jiangxi;18.0
2020-01-25;China;Jilin;4.0
2020-01-25;China;Liaoning;17.0
2020-01-25;China;Macau;2.0
2020-01-25;China;Ningxia;3.0
2020-01-25;China;Qinghai;1.0
2020-01-25;China;Shaanxi;15.0
2020-01-25;China;Shandong;27.0
2020-01-25;China;Shanghai;33.0
2020-01-25;China;Shanxi;6.0
2020-01-25;China;Sichuan;28.0
2020-01-25;China;Tianjin;10.0
2020-01-25;China;Tibet;0.0
2020-01-25;China;Xinjiang;3.0
2020-01-25;China;Yunnan;11.0
2020-01-25;China;Zhejiang;62.0
2020-01-25;Denmark;Faroe Islands;0.0
2020-01-25;Denmark;Greenland;0.0
2020-01-25;France;French Guiana;0.0
2020-01-25;France;French Polynesia;0.0
2020-01-25;France;Guadeloupe;0.0
2020-01-25;France;Martinique;0.0
2020-01-25;France;Mayotte;0.0
2020-01-25;France;New Caledonia;0.0
2020-01-25;France;Reunion;0.0
2020-01-25;France;Saint Barthelemy;0.0
2020-01-25;France;Saint Pierre and Miquelon;0.0
2020-01-25;France;St Martin;0.0
2020-01-25;Netherlands;Aruba;0.0
2020-01-25;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-01-25;Netherlands;Curacao;0.0
2020-01-25;Netherlands;Sint Maarten;0.0
2020-01-25;United Kingdom;Anguilla;0.0
2020-01-25;United Kingdom;Bermuda;0.0
2020-01-25;United Kingdom;British Virgin Islands;0.0
2020-01-25;United Kingdom;Cayman Islands;0.0
2020-01-25;United Kingdom;Channel Islands;0.0
2020-01-25;United Kingdom;Falkland Islands (Malvinas);0.0
2020-01-25;United Kingdom;Gibraltar;0.0
2020-01-25;United Kingdom;Isle of Man;0.0
2020-01-25;United Kingdom;Montserrat;0.0
2020-01-25;United Kingdom;Turks and Caicos Islands;0.0
2020-01-26;Australia;Australian Capital Territory;0.0
2020-01-26;Australia;New South Wales;3.0
2020-01-26;Australia;Northern Territory;0.0
2020-01-26;Australia;Queensland;0.0
2020-01-26;Australia;South Australia;0.0
2020-01-26;Australia;Tasmania;0.0
2020-01-26;Australia;Victoria;1.0
2020-01-26;Australia;Western Australia;0.0
2020-01-26;Canada;Alberta;0.0
2020-01-26;Canada;British Columbia;0.0
2020-01-26;Canada;Diamond Princess;0.0
2020-01-26;Canada;Grand Princess;0.0
2020-01-26;Canada;Manitoba;0.0
2020-01-26;Canada;New Brunswick;0.0
2020-01-26;Canada;Newfoundland and Labrador;0.0
2020-01-26;Canada;Northwest Territories;0.0
2020-01-26;Canada;Nova Scotia;0.0
2020-01-26;Canada;Ontario;1.0
2020-01-26;Canada;Prince Edward Island;0.0
2020-01-26;Canada;Quebec;0.0
2020-01-26;Canada;Saskatchewan;0.0
2020-01-26;Canada;Yukon;0.0
2020-01-26;China;Anhui;60.0
2020-01-26;China;Beijing;68.0
2020-01-26;China;Chongqing;75.0
2020-01-26;China;Fujian;35.0
2020-01-26;China;Gansu;7.0
2020-01-26;China;Guangdong;111.0
2020-01-26;China;Guangxi;36.0
2020-01-26;China;Guizhou;5.0
2020-01-26;China;Hainan;22.0
2020-01-26;China;Hebei;13.0
2020-01-26;China;Heilongjiang;15.0
2020-01-26;China;Henan;83.0
2020-01-26;China;Hong Kong;8.0
2020-01-26;China;Hubei;1058.0
2020-01-26;China;Hunan;69.0
2020-01-26;China;Inner Mongolia;7.0
2020-01-26;China;Jiangsu;33.0
2020-01-26;China;Jiangxi;36.0
2020-01-26;China;Jilin;4.0
2020-01-26;China;Liaoning;21.0
2020-01-26;China;Macau;5.0
2020-01-26;China;Ningxia;4.0
2020-01-26;China;Qinghai;1.0
2020-01-26;China;Shaanxi;22.0
2020-01-26;China;Shandong;46.0
2020-01-26;China;Shanghai;40.0
2020-01-26;China;Shanxi;9.0
2020-01-26;China;Sichuan;44.0
2020-01-26;China;Tianjin;14.0
2020-01-26;China;Tibet;0.0
2020-01-26;China;Xinjiang;4.0
2020-01-26;China;Yunnan;16.0
2020-01-26;China;Zhejiang;104.0
2020-01-26;Denmark;Faroe Islands;0.0
2020-01-26;Denmark;Greenland;0.0
2020-01-26;France;French Guiana;0.0
2020-01-26;France;French Polynesia;0.0
2020-01-26;France;Guadeloupe;0.0
2020-01-26;France;Martinique;0.0
2020-01-26;France;Mayotte;0.0
2020-01-26;France;New Caledonia;0.0
2020-01-26;France;Reunion;0.0
2020-01-26;France;Saint Barthelemy;0.0
2020-01-26;France;Saint Pierre and Miquelon;0.0
2020-01-26;France;St Martin;0.0
2020-01-26;Netherlands;Aruba;0.0
2020-01-26;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-01-26;Netherlands;Curacao;0.0
2020-01-26;Netherlands;Sint Maarten;0.0
2020-01-26;United Kingdom;Anguilla;0.0
2020-01-26;United Kingdom;Bermuda;0.0
2020-01-26;United Kingdom;British Virgin Islands;0.0
2020-01-26;United Kingdom;Cayman Islands;0.0
2020-01-26;United Kingdom;Channel Islands;0.0
2020-01-26;United Kingdom;Falkland Islands (Malvinas);0.0
2020-01-26;United Kingdom;Gibraltar;0.0
2020-01-26;United Kingdom;Isle of Man;0.0
2020-01-26;United Kingdom;Montserrat;0.0
2020-01-26;United Kingdom;Turks and Caicos Islands;0.0
2020-01-27;Australia;Australian Capital Territory;0.0
2020-01-27;Australia;New South Wales;4.0
2020-01-27;Australia;Northern Territory;0.0
2020-01-27;Australia;Queensland;0.0
2020-01-27;Australia;South Australia;0.0
2020-01-27;Australia;Tasmania;0.0
2020-01-27;Australia;Victoria;1.0
2020-01-27;Australia;Western Australia;0.0
2020-01-27;Canada;Alberta;0.0
2020-01-27;Canada;British Columbia;0.0
2020-01-27;Canada;Diamond Princess;0.0
2020-01-27;Canada;Grand Princess;0.0
2020-01-27;Canada;Manitoba;0.0
2020-01-27;Canada;New Brunswick;0.0
2020-01-27;Canada;Newfoundland and Labrador;0.0
2020-01-27;Canada;Northwest Territories;0.0
2020-01-27;Canada;Nova Scotia;0.0
2020-01-27;Canada;Ontario;1.0
2020-01-27;Canada;Prince Edward Island;0.0
2020-01-27;Canada;Quebec;0.0
2020-01-27;Canada;Saskatchewan;0.0
2020-01-27;Canada;Yukon;0.0
2020-01-27;China;Anhui;70.0
2020-01-27;China;Beijing;80.0
2020-01-27;China;Chongqing;110.0
2020-01-27;China;Fujian;59.0
2020-01-27;China;Gansu;14.0
2020-01-27;China;Guangdong;151.0
2020-01-27;China;Guangxi;46.0
2020-01-27;China;Guizhou;7.0
2020-01-27;China;Hainan;33.0
2020-01-27;China;Hebei;18.0
2020-01-27;China;Heilongjiang;21.0
2020-01-27;China;Henan;128.0
2020-01-27;China;Hong Kong;8.0
2020-01-27;China;Hubei;1423.0
2020-01-27;China;Hunan;100.0
2020-01-27;China;Inner Mongolia;11.0
2020-01-27;China;Jiangsu;47.0
2020-01-27;China;Jiangxi;72.0
2020-01-27;China;Jilin;6.0
2020-01-27;China;Liaoning;27.0
2020-01-27;China;Macau;6.0
2020-01-27;China;Ningxia;7.0
2020-01-27;China;Qinghai;6.0
2020-01-27;China;Shaanxi;35.0
2020-01-27;China;Shandong;75.0
2020-01-27;China;Shanghai;53.0
2020-01-27;China;Shanxi;13.0
2020-01-27;China;Sichuan;69.0
2020-01-27;China;Tianjin;23.0
2020-01-27;China;Tibet;0.0
2020-01-27;China;Xinjiang;5.0
2020-01-27;China;Yunnan;26.0
2020-01-27;China;Zhejiang;128.0
2020-01-27;Denmark;Faroe Islands;0.0
2020-01-27;Denmark;Greenland;0.0
2020-01-27;France;French Guiana;0.0
2020-01-27;France;French Polynesia;0.0
2020-01-27;France;Guadeloupe;0.0
2020-01-27;France;Martinique;0.0
2020-01-27;France;Mayotte;0.0
2020-01-27;France;New Caledonia;0.0
2020-01-27;France;Reunion;0.0
2020-01-27;France;Saint Barthelemy;0.0
2020-01-27;France;Saint Pierre and Miquelon;0.0
2020-01-27;France;St Martin;0.0
2020-01-27;Netherlands;Aruba;0.0
2020-01-27;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-01-27;Netherlands;Curacao;0.0
2020-01-27;Netherlands;Sint Maarten;0.0
2020-01-27;United Kingdom;Anguilla;0.0
2020-01-27;United Kingdom;Bermuda;0.0
2020-01-27;United Kingdom;British Virgin Islands;0.0
2020-01-27;United Kingdom;Cayman Islands;0.0
2020-01-27;United Kingdom;Channel Islands;0.0
2020-01-27;United Kingdom;Falkland Islands (Malvinas);0.0
2020-01-27;United Kingdom;Gibraltar;0.0
2020-01-27;United Kingdom;Isle of Man;0.0
2020-01-27;United Kingdom;Montserrat;0.0
2020-01-27;United Kingdom;Turks and Caicos Islands;0.0
2020-01-28;Australia;Australian Capital Territory;0.0
2020-01-28;Australia;New South Wales;4.0
2020-01-28;Australia;Northern Territory;0.0
2020-01-28;Australia;Queensland;0.0
2020-01-28;Australia;South Australia;0.0
2020-01-28;Australia;Tasmania;0.0
2020-01-28;Australia;Victoria;1.0
2020-01-28;Australia;Western Australia;0.0
2020-01-28;Canada;Alberta;0.0
2020-01-28;Canada;British Columbia;1.0
2020-01-28;Canada;Diamond Princess;0.0
2020-01-28;Canada;Grand Princess;0.0
2020-01-28;Canada;Manitoba;0.0
2020-01-28;Canada;New Brunswick;0.0
2020-01-28;Canada;Newfoundland and Labrador;0.0
2020-01-28;Canada;Northwest Territories;0.0
2020-01-28;Canada;Nova Scotia;0.0
2020-01-28;Canada;Ontario;1.0
2020-01-28;Canada;Prince Edward Island;0.0
2020-01-28;Canada;Quebec;0.0
2020-01-28;Canada;Saskatchewan;0.0
2020-01-28;Canada;Yukon;0.0
2020-01-28;China;Anhui;106.0
2020-01-28;China;Beijing;91.0
2020-01-28;China;Chongqing;132.0
2020-01-28;China;Fujian;80.0
2020-01-28;China;Gansu;19.0
2020-01-28;China;Guangdong;207.0
2020-01-28;China;Guangxi;51.0
2020-01-28;China;Guizhou;9.0
2020-01-28;China;Hainan;40.0
2020-01-28;China;Hebei;33.0
2020-01-28;China;Heilongjiang;33.0
2020-01-28;China;Henan;168.0
2020-01-28;China;Hong Kong;8.0
2020-01-28;China;Hubei;3554.0
2020-01-28;China;Hunan;143.0
2020-01-28;China;Inner Mongolia;15.0
2020-01-28;China;Jiangsu;70.0
2020-01-28;China;Jiangxi;109.0
2020-01-28;China;Jilin;8.0
2020-01-28;China;Liaoning;34.0
2020-01-28;China;Macau;7.0
2020-01-28;China;Ningxia;11.0
2020-01-28;China;Qinghai;6.0
2020-01-28;China;Shaanxi;46.0
2020-01-28;China;Shandong;95.0
2020-01-28;China;Shanghai;66.0
2020-01-28;China;Shanxi;27.0
2020-01-28;China;Sichuan;90.0
2020-01-28;China;Tianjin;24.0
2020-01-28;China;Tibet;0.0
2020-01-28;China;Xinjiang;10.0
2020-01-28;China;Yunnan;44.0
2020-01-28;China;Zhejiang;173.0
2020-01-28;Denmark;Faroe Islands;0.0
2020-01-28;Denmark;Greenland;0.0
2020-01-28;France;French Guiana;0.0
2020-01-28;France;French Polynesia;0.0
2020-01-28;France;Guadeloupe;0.0
2020-01-28;France;Martinique;0.0
2020-01-28;France;Mayotte;0.0
2020-01-28;France;New Caledonia;0.0
2020-01-28;France;Reunion;0.0
2020-01-28;France;Saint Barthelemy;0.0
2020-01-28;France;Saint Pierre and Miquelon;0.0
2020-01-28;France;St Martin;0.0
2020-01-28;Netherlands;Aruba;0.0
2020-01-28;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-01-28;Netherlands;Curacao;0.0
2020-01-28;Netherlands;Sint Maarten;0.0
2020-01-28;United Kingdom;Anguilla;0.0
2020-01-28;United Kingdom;Bermuda;0.0
2020-01-28;United Kingdom;British Virgin Islands;0.0
2020-01-28;United Kingdom;Cayman Islands;0.0
2020-01-28;United Kingdom;Channel Islands;0.0
2020-01-28;United Kingdom;Falkland Islands (Malvinas);0.0
2020-01-28;United Kingdom;Gibraltar;0.0
2020-01-28;United Kingdom;Isle of Man;0.0
2020-01-28;United Kingdom;Montserrat;0.0
2020-01-28;United Kingdom;Turks and Caicos Islands;0.0
2020-01-29;Australia;Australian Capital Territory;0.0
2020-01-29;Australia;New South Wales;4.0
2020-01-29;Australia;Northern Territory;0.0
2020-01-29;Australia;Queensland;1.0
2020-01-29;Australia;South Australia;0.0
2020-01-29;Australia;Tasmania;0.0
2020-01-29;Australia;Victoria;1.0
2020-01-29;Australia;Western Australia;0.0
2020-01-29;Canada;Alberta;0.0
2020-01-29;Canada;British Columbia;1.0
2020-01-29;Canada;Diamond Princess;0.0
2020-01-29;Canada;Grand Princess;0.0
2020-01-29;Canada;Manitoba;0.0
2020-01-29;Canada;New Brunswick;0.0
2020-01-29;Canada;Newfoundland and Labrador;0.0
2020-01-29;Canada;Northwest Territories;0.0
2020-01-29;Canada;Nova Scotia;0.0
2020-01-29;Canada;Ontario;1.0
2020-01-29;Canada;Prince Edward Island;0.0
2020-01-29;Canada;Quebec;0.0
2020-01-29;Canada;Saskatchewan;0.0
2020-01-29;Canada;Yukon;0.0
2020-01-29;China;Anhui;152.0
2020-01-29;China;Beijing;111.0
2020-01-29;China;Chongqing;147.0
2020-01-29;China;Fujian;84.0
2020-01-29;China;Gansu;24.0
2020-01-29;China;Guangdong;277.0
2020-01-29;China;Guangxi;58.0
2020-01-29;China;Guizhou;9.0
2020-01-29;China;Hainan;43.0
2020-01-29;China;Hebei;48.0
2020-01-29;China;Heilongjiang;38.0
2020-01-29;China;Henan;206.0
2020-01-29;China;Hong Kong;10.0
2020-01-29;China;Hubei;3554.0
2020-01-29;China;Hunan;221.0
2020-01-29;China;Inner Mongolia;16.0
2020-01-29;China;Jiangsu;99.0
2020-01-29;China;Jiangxi;109.0
2020-01-29;China;Jilin;9.0
2020-01-29;China;Liaoning;39.0
2020-01-29;China;Macau;7.0
2020-01-29;China;Ningxia;12.0
2020-01-29;China;Qinghai;6.0
2020-01-29;China;Shaanxi;56.0
2020-01-29;China;Shandong;130.0
2020-01-29;China;Shanghai;96.0
2020-01-29;China;Shanxi;27.0
2020-01-29;China;Sichuan;108.0
2020-01-29;China;Tianjin;27.0
2020-01-29;China;Tibet;0.0
2020-01-29;China;Xinjiang;13.0
2020-01-29;China;Yunnan;55.0
2020-01-29;China;Zhejiang;296.0
2020-01-29;Denmark;Faroe Islands;0.0
2020-01-29;Denmark;Greenland;0.0
2020-01-29;France;French Guiana;0.0
2020-01-29;France;French Polynesia;0.0
2020-01-29;France;Guadeloupe;0.0
2020-01-29;France;Martinique;0.0
2020-01-29;France;Mayotte;0.0
2020-01-29;France;New Caledonia;0.0
2020-01-29;France;Reunion;0.0
2020-01-29;France;Saint Barthelemy;0.0
2020-01-29;France;Saint Pierre and Miquelon;0.0
2020-01-29;France;St Martin;0.0
2020-01-29;Netherlands;Aruba;0.0
2020-01-29;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-01-29;Netherlands;Curacao;0.0
2020-01-29;Netherlands;Sint Maarten;0.0
2020-01-29;United Kingdom;Anguilla;0.0
2020-01-29;United Kingdom;Bermuda;0.0
2020-01-29;United Kingdom;British Virgin Islands;0.0
2020-01-29;United Kingdom;Cayman Islands;0.0
2020-01-29;United Kingdom;Channel Islands;0.0
2020-01-29;United Kingdom;Falkland Islands (Malvinas);0.0
2020-01-29;United Kingdom;Gibraltar;0.0
2020-01-29;United Kingdom;Isle of Man;0.0
2020-01-29;United Kingdom;Montserrat;0.0
2020-01-29;United Kingdom;Turks and Caicos Islands;0.0
2020-01-30;Australia;Australian Capital Territory;0.0
2020-01-30;Australia;New South Wales;4.0
2020-01-30;Australia;Northern Territory;0.0
2020-01-30;Australia;Queensland;3.0
2020-01-30;Australia;South Australia;0.0
2020-01-30;Australia;Tasmania;0.0
2020-01-30;Australia;Victoria;2.0
2020-01-30;Australia;Western Australia;0.0
2020-01-30;Canada;Alberta;0.0
2020-01-30;Canada;British Columbia;1.0
2020-01-30;Canada;Diamond Princess;0.0
